OS,Casuistica,Fecha,Observacion
146839496,ejecutado,,
146932823,ejecutado,,
147060943,no pertenece,,
147061433,no pertenece,,
146935717,no pertenece,,
146952980,no pertenece,29/12/2025,
147009183,no pertenece,,
146933015,no pertenece,,
146932378,no pertenece,,
147006120,no pertenece,,
147018088,no pertenece,,
147019940,no pertenece,,
147019978,no pertenece,,
147013695,no pertenece,,
147016070,no pertenece,,
147061280,no pertenece,,
147010779,no pertenece,,
146369445,canasta BT,,
147014381,brigada pesada,,
146943538,especial,,
147058382,ejecutado,,
147059813,brigada pesada,,
146998956,ejecutado,,
147057262,brigada pesada,,
147026548,ejecutado,,
147020569,ejecutado,,
146999007,ejecutado,,
146999779,brigada pesada,,
147027420,brigada pesada,,
147047988,no pertenece,,
147054284,no pertenece,,
147005228,no pertenece,,
147023562,no pertenece,,
146953199,no pertenece,,
147009683,ejecutado,,
146951877,canasta,,
147024323,ejecutado,,
146951876,brigada pesada,,
147054796,no pertenece,,
147058996,ejecutado,,
147015896,canasta TET,,
147022301,canasta TET,,
147013271,canasta TET,,
147015473,ejecutado,,
147010081,brigada pesada,,
144913049,canasta BT,,
144913054,canasta BT,,
147025729,ejecutado,,
146479702,brigada pesada,,
147065924,no pertenece,,
147065495,no pertenece,,
146943116,ejecutado,,
147022206,brigada pesada,,
147025336,no pertenece,,
146927604,brigada pesada,,
147063646,canasta TET,,
145786632,brigada pesada,,
147060935,especial,,
147063211,ejecutado,,
147069719,brigada pesada,,
147076391,no pertenece,,
147073414,no pertenece,,
147073179,no pertenece,,
147075769,no pertenece,,
147080695,no pertenece,,
147077738,no pertenece,,
147062597,canasta BT,,
140562007,canasta TET,,
144914331,cliente no permite intervencion,,
146480217,cliente no permite intervencion,,
146482351,canasta BT,,
144914634,canasta BT,,
143043140,brigada pesada,,
138036621,brigada pesada,,
147075630,no pertenece,,
146790657,ejecutado,,
147087552,no pertenece,,
147090463,no pertenece,,
147017336,no pertenece,,
146951084,no pertenece,,
146952766,no pertenece,,
147086079,brigada pesada,,
147076863,canasta BT,,
147085358,ejecutado,,
147086735,brigada pesada,30/12/2025,
147073338,ejecutado,,
147080065,ejecutado,,
147105364,ejecutado,,
147089355,ejecutado,,
147084118,ejecutado,,
147065565,ejecutado,,
147089046,especial,,
147088802,ejecutado,,
147069235,ejecutado,,
147129225,no pertenece,,
147109153,brigada pesada,,
147129239,ejecutado,,
147129127,ejecutado,,
147012824,ejecutado,,
146125371,canasta BT,,
147141006,no pertenece,,
147143969,no pertenece,,
147148518,no pertenece,,
147145748,no pertenece,,
147132505,no pertenece,,
147142848,no pertenece,,
147141135,no pertenece,,
147143288,no pertenece,,
147145658,no pertenece,,
147145554,no pertenece,,
147148006,no pertenece,,
147136492,no pertenece,,
147146317,no pertenece,,
147129277,ejecutado,,
147021901,ejecutado,,
147083338,ejecutado,,
147130838,ejecutado,,
147063712,ejecutado,,
147150360,no pertenece,,
147160336,no pertenece,,
147089225,canasta y especial,31/12/2025,
147090086,canasta y especial,,
147070945,brigada pesada,,
147071725,brigada pesada,,
147134454,canasta TET,,
147149327,canasta BT,,
147081931,canasta TET,,
144913317,canasta BT,,
144913063,canasta BT,,
144913062,canasta BT,,
144913082,canasta BT,,
144913083,canasta BT,,
144913081,canasta BT,,
144913048,canasta BT,,
147185653,no pertenece,,
147197261,no pertenece,,
147198054,no pertenece,,
147197019,no pertenece,,
147197790,no pertenece,2/1/2026,
147198900,no pertenece,,
147196256,no pertenece,,
147200284,no pertenece,,
147200375,no pertenece,,
147200276,no pertenece,,
147199359,no pertenece,,
147195783,ejecutado,,
147180387,canasta TET,,
147193198,ejecutado,,
147206926,no pertenece,,
147203428,no pertenece,,
147203778,no pertenece,,
147209521,no pertenece,,
147213876,no pertenece,,
147206575,no pertenece,,
147204766,no pertenece,,
147208454,no pertenece,,
147233905,no pertenece,,
147218055,no pertenece,,
147213092,ejecutado,3/1/2026,
147238004,ejecutado,,
147311671,ejecutado,,
147313014,canasta TET,,
147236670,canasta TET,5/1/2026,
147314878,no pertenece,,
147217303,ejecutado,,
147312776,ejecutado,,
147238096,brigada pesada,,
147242607,No pertenece,,
147080180,brigada pesada,,
147217377,ejecutado,,
147203510,brigada pesada,,
146933317,brigada pesada,,
147203395,brigada pesada,,
147245371,canasta TET,,
147236136,canasta TET,,
147239484,canasta TET,,
147379873,no pertenece,,
147392478,no pertenece,,
147377811,no pertenece,,
147381363,no pertenece,,
146376980,canasta BT,6/1/2026,
144915047,canasta BT,,
147397980,no pertenece,,
147395139,no pertenece,,
147313054,ejecutado,,
147388090,canasta,,
147379724,ejecutado,,
147382039,ejecutado,,
147316360,canasta,,
147388513,especial,,
147381033,canasta,,
147191489,ejecutado,,
147146034,ejecutado,,
147398638,brigada pesada,,
147401212,ejecutado,,
147397357,ejecutado,,
147380464,ejecutado,,
147400984,brigada pesada,,
147393712,brigada pesada,,
147377182,ejecutado,,
147312795,brigada pesada,,
147381458,ejecutado,,
147476010,ejecutado,,
147476295,ejecutado,,
147476359,ejecutado,,
147475556,ejecutado,,
147476218,ejecutado,,
147475888,ejecutado,,
147476129,ejecutado,,
147311625,ejecutado,,
147472462,ejecutado,,
147402601,ejecutado,,
147396467,ejecutado,,
147397479,ejecutado,,
147396264,ejecutado,,
147399861,ejecutado,,
147482090,no pertenece,,
147395615,ejecutado,,
147394758,canasta,,
147482024,brigada pesada,,
147481667,brigada pesada,,
147474889,especial,,
147489867,no pertenece,,
147487583,no pertenece,7/1/2026,
147490820,ejecutado,,
147388776,ejecutado,,
147241567,ejecutado,,
147493467,ejecutado,,
147492298,especial,,
147491101,canasta,,
147486163,brigada pesada,,
147491608,ejecutado,,
147491349,canasta,,
147491568,ejecutado,,
147506612,brigada pesada,,
147484953,canasta,,
147382441,ejecutado,,
147484940,brigada pesada,,
147212757,especial,,
147489940,canasta,,
147491249,brigada pesada,,
147491250,canasta,,
147491788,ejecutado,,
147491602,ejecutado,,
147491360,brigada pesada,,
147492444,brigada pesada,,
147489894,no pertenece,,
147565278,no pertenece,,
147572639,no pertenece,,
147477717,ejecutado,,
147395929,ejecutado,,
147476725,brigada pesada,,
147576080,no pertenece,,
147577156,Alcachofa,,
147577267,Alcachofa,,
147577293,Alcachofa,,
147577385,Alcachofa,8/1/2026,
147576402,ejecutado,Elkin Parra,
147576270,ejecutado,Elkin Parra,
147579499,canasta BT,Elkin Parra,
147581451,canasta BT,Elkin Parra,
147578391,brigada pesada,,
147578044,brigada pesada,,
147570525,canasta,,
147572327,brigada pesada,,
147578041,no pertenece,,
147579539,brigada pesada,,
147578218,brigada pesada,,
147566680,especial,,
147582410,ejecutado,,
147577881,ejecutado,,
147582262,ejecutado,,
147581267,ejecutado,,
147564341,ejecutado,,
147485638,ejecutado,,
147647088,no pertenece,,
147654546,no pertenece,,
147649493,no pertenece,,
147663233,no pertenece,,
147658627,no pertenece,,
147662831,no pertenece,,
147394770,canasta,,
147394768,canasta BT,9/1/2026,
147662386,ejecutado,,
147652646,especial,,
147653573,ejecutado,,
147659273,canasta,,
147656562,canasta TET,,
147662913,canasta BT,,
147660472,no pertenece,,
147659511,no pertenece,,
147581789,ejecutado,,
147658207,brigada pesada,,
147492454,ejecutado,,
147652794,canasta BT,,
147652837,ejecutado,,
147652841,canasta TET,,
147647479,canasta TET,,
147650950,canasta TET,,
147395390,canasta BT,,
147566445,brigada pesada,,
147580812,ejecutado,,
147215295,canasta,,
147646941,ejecutado,,
147581381,ejecutado,,
147582010,ejecutado,,
147656781,ejecutado,,
137411668,ejecutado,,
147660556,brigada pesada,,
144414679,canasta TET,,
147567633,ejecutado,,
147567629,ejecutado,,
147743065,no pertenece,,
147736960,no pertenece,,
147736633,no pertenece,,
147727899,no pertenece,,
147736074,no pertenece,,
147737637,no pertenece,,
147734111,no pertenece,,
147581066,ejecutado,,
147654314,ejecutado,,
147736169,canasta BT,,
147733960,canasta BT,,
147568031,ejecutado,,
147662574,ejecutado,,
147729159,brigada pesada,,
147664213,ejecutado,,
147663762,brigada pesada,,
147654298,canasta TET,,
147477289,brigada pesada,,
147733882,especial,,
147664877,ejecutado,,
147394877,cliente no permite intervencion,,
147727769,canasta TET,,
147736445,canasta TET,,
147313217,brigada pesada,,
147650115,ejecutado,,
147654799,ejecutado,,
147742541,no pertenece,,
147651144,ejecutado,,
147653579,ejecutado,,
147663914,ejecutado,,
147655310,ejecutado,,
147663901,ejecutado,,
147567432,ejecutado,,
147821701,no pertenece,,
147820791,no pertenece,,
147756876,no pertenece,,
147742980,no pertenece,,
147394804,canasta BT,,
147394855,canasta BT,,
147394862,canasta BT,,
147395346,especial,,
147756244,ejecutado,,
147743096,ejecutado,,
147751473,canasta TET,,
147737582,brigada pesada,,
147751631,brigada pesada,,
147743066,ejecutado,,
147756921,canasta BT,,
147820864,ejecutado,,
147742365,ejecutado,,
147757390,ejecutado,,
147734598,ejecutado,,
147753911,ejecutado,,
147821944,ejecutado,,
147751021,brigada pesada,,
147755989,ejecutado,,
147394801,canasta TET,,
147741384,ejecutado,,
147823849,no pertenece,,
147890995,no pertenece,,
147890815,no pertenece,,
147893121,no pertenece,,
147755660,canasta TET,,
147741966,ejecutado,,
147755580,ejecutado,,
147821104,ejecutado,,
147757805,ejecutado,,
147757286,ejecutado,,
147742064,ejecutado,,
142974574,especial,,
147823437,brigada pesada,,
147821488,canasta TET,,
147821111,ejecutado,,
147823174,ejecutado,,
147834473,ejecutado,,
147395696,canasta BT,,
147395460,canasta BT,,
147395459,canasta BT,,
147900900,no pertenece,,
147898172,no pertenece,,
147899697,no pertenece,AQUÍ,
147898645,no pertenece,14/1/2026,
147897058,no pertenece,,
147904638,no pertenece,,
147901762,no pertenece,,
147895744,no pertenece,,
147733969,ejecutado,,
147896695,ejecutado,,
147892224,ejecutado,,
147394854,canasta BT,,
147655969,brigada pesada,,
147901730,ejecutado,,
147892953,brigada pesada,,
147893422,brigada pesada,,
147894101,brigada pesada,,
147893600,ejecutado,,
147896342,brigada pesada,,
147896879,brigada pesada,,
147737355,ejecutado,,
147757769,ejecutado,,
147891215,ejecutado,,
147904450,canasta TET,,
147903556,canasta TET,,
147889773,ejecutado,,
147896921,ejecutado,,
147902428,brigada pesada,,
147822301,brigada pesada,,
147898392,brigada pesada,,
147657584,ejecutado,,
147395453,especial,,
147891883,brigada pesada,,
147822368,ejecutado,,
147904573,ejecutado,,
147894137,ejecutado,,
147894553,brigada pesada,,
147904113,ejecutado,,
147893627,canasta TET,,
147899526,ejecutado,,
147395489,canasta BT,,
147821018,ejecutado,,
147740599,ejecutado,,
147664382,ejecutado,,
147943111,no pertenece,,
147904946,no pertenece,,
147904297,brigada pesada,,
147901574,brigada pesada,,
147394825,sin irregularidad,,
147904239,ejecutado,,
147890021,ejecutado,,
147892652,ejecutado,,
147904398,ejecutado,,
147395332,sin irregularidad,,
147893516,brigada pesada,,
148022257,brigada pesada,,
148009520,ejecutado,,
148022643,ejecutado,,
147905399,brigada pesada,15/1/2026,
147943670,canasta TET,,
148017420,canasta TET,,
147823296,brigada pesada,,
148022646,canasta,,
147904872,ejecutado,,
147901256,ejecutado,,
147904180,ejecutado,,
147905296,ejecutado,,
147904668,canasta BT,,
136920301,ejecutado,,
148008432,ejecutado,,
147985456,brigada pesada,,
147943227,canasta TET,,
147905390,canasta TET,,
147394853,canasta,,
148026222,canasta BT,,
148050700,no pertenece,,
147895951,brigada pesada,,
148017292,ejecutado,,
147897256,canasta TET,,
148009328,brigada pesada,,
148011373,brigada pesada,,
147395492,canasta BT,,
147904485,canasta TET,,
147395697,canasta BT,,
147394841,sin irregularidad,,
144913509,sin irregularidad,,
147395434,sin irregularidad,,
147896694,ejecutado,,
148050359,ejecutado,,
147942562,brigada pesada,,
148024237,especial,,
147905407,ejecutado,,
148018622,ejecutado,,
148116681,no pertenece,,
148051051,ejecutado,,
148051000,canasta TET,,
141793837,acceso impedido,,
148121295,brigada pesada,16/1/2026,
148130243,cliente no permite intervencion,,
147395331,sin irregularidad,,
147216136,canasta BT,,
147901968,brigada pesada,,
147395325,sin irregularidad,,
147824293,ejecutado,,
147943746,brigada pesada,,
148126607,brigada pesada,,
148132369,canasta BT,,
148014226,ejecutado,,
148014399,ejecutado,,
148023293,ejecutado,,
148115911,canasta TET,,
147394824,canasta BT,,
148130240,sin irregularidad,,
147892055,canasta TET,,
148025664,canasta TET,,
148027834,ejecutado,,
147395342,sin irregularidad,,
148115753,brigada pesada,,
148133943,brigada pesada,17/1/2026,
148025168,ejecutado,,
148218886,especial,,
148129328,ejecutado,,
148236262,no pertenece,,
148131162,ejecutado,,
148134158,ejecutado,,
148118429,ejecutado,,
148138057,canasta TET,,
146480215,sin irregularidad,,
148255081,no pertenece,,
146480223,sin irregularidad,,
145519260,sin irregularidad,,
144913367,cliente no permite intervencion,19/1/2026,
144913392,sin acceso,,
148302388,ejecutado,,
148237666,brigada pesada,,
148248292,canasta TET,,
148284956,canasta BT,,
148301310,canasta BT,,
148390012,ejecutado,,
144295449,sin irregularidad,,
146114283,canasta BT,,
144295440,canasta BT,,
146480278,sin irregularidad,,
148257852,canasta TET,,
148286213,ejecutado,,
147395406,canasta BT,,
148289182,canasta TET,,
146480212,sin irregularidad,,
148392836,ejecutado,,
148290416,ejecutado,,
146376985,sin irregularidad,,
148258320,ejecutado,,
148393394,ejecutado,,
148126436,especial,,
147395487,sin irregularidad,,
148284329,ejecutado,,
148284908,ejecutado,,
147394802,canasta BT,,
148303023,canasta TET,,
147394717,canasta BT,,
147216154,cliente no permite intervencion,,
144914505,canasta BT,,
148253481,ejecutado,,
148390403,ejecutado,,
148287333,ejecutado,,
147394860,sin irregularidad,,
148389590,especial,,
148487533,no pertenece,,
148496937,no pertenece,,
148489910,no pertenece,,
148492239,no pertenece,,
148484139,no pertenece,,
148283219,ejecutado,,
148389700,ejecutado,,
148492366,sin irregularidad,,
148478456,canasta BT,,
148391670,canasta BT,,
148483700,canasta TET,,
148393635,ejecutado,20/1/2026,
148496872,ejecutado,,
148300892,no pertenece,,
148300235,no pertenece,,
148487519,no pertenece,,
148396280,ejecutado,,
148489655,brigada pesada,,
148489131,brigada pesada,,
146772147,no pertenece,,
148489634,ejecutado,,
148496835,ejecutado,,
148490087,ejecutado,,
148295575,canasta TET,,
148295461,canasta BT,,
148499840,no pertenece,,
148502432,no pertenece,,
148503185,no pertenece,,
148502153,no pertenece,,
148498822,no pertenece,,
148503253,no pertenece,,
148502561,ejecutado,,
148479905,ejecutado,,
148501393,ejecutado,,
148524964,canasta BT,,
145514263,sin irregularidad,,
147394814,sin irregularidad,,
147395389,sin irregularidad,21/1/2026,
148599657,ejecutado,,
148611632,brigada pesada,,
148498137,canasta TET,,
148502906,canasta TET,,
148617393,canasta BT,,
148500911,canasta BT,,
148617394,canasta BT,,
148598029,no pertenece,,
148526505,no pertenece,,
148479265,canasta BT,,
148618540,ejecutado,,
148617391,sin irregularidad,,
148495111,no pertenece,,
148487725,no pertenece,,
148607714,no pertenece,,
148603068,no pertenece,,
148246107,canasta TET,,
147737390,canasta BT,,
147395456,sin irregularidad,,
148483337,especial,,
147233476,canasta TET,,
148619932,ejecutado,,
148615144,ejecutado,,
148711633,no pertenece,22/1/2026,
148708125,no pertenece,,
148716766,no pertenece,,
145796375,brigada pesada,,
143408229,canasta BT,,
143408534,canasta BT,,
145610116,canasta BT,,
147084977,canasta BT,,
147394748,canasta BT,,
148696686,canasta BT,,
148702337,canasta BT,,
148719169,canasta TET,,
148718242,canasta TET,,
148706918,no pertenece,,
148696506,brigada pesada,,
148620795,brigada pesada,,
148701338,ejecutado,,
148390991,ejecutado,,
148499721,ejecutado,,
148492351,canasta BT,,
148618992,ejecutado,,
148721397,canasta TET,,
148493007,sin irregularidad,,
148493008,sin irregularidad,,
148492347,canasta BT,,
148603085,canasta TET,,
147394829,sin irregularidad,,
148708436,brigada pesada,,
148703687,brigada pesada,,
148717434,canasta TET,,
148710134,canasta y brigada pesada,,
147394817,sin irregularidad,,
148803614,no pertenece,,
147395426,canasta BT,,
148492364,canasta BT,,
148492368,sin irregularidad,,
147395382,sin irregularidad,,
148810382,ejecutado,23/1/2026,
148806473,ejecutado,,
148804708,canasta TET,,
147395510,sin irregularidad,,
148710187,brigada pesada,,
148703624,ejecutado,,
148743874,canasta BT,,
148721647,canasta TET,,
148742674,ejecutado,,
148709206,ejecutado,,
147216144,cliente no permite intervencion,,
148707267,canasta BT,,
148810959,ejecutado,,
148502461,ejecutado,,
148744204,brigada pesada,,
148704661,canasta BT,,
148598116,ejecutado,,
148910027,no pertenece,,
148823653,no pertenece,,
148823119,no pertenece,,
148720416,ejecutado,,
148742911,canasta TET,,
147394806,sin irregularidad,,
148815180,ejecutado,,
148813251,canasta BT,,
148500917,canasta BT,,
148500923,canasta BT,,
148699724,ejecutado,,
147394751,canasta BT,,
147394728,sin irregularidad,,
148823100,ejecutado,,
147394696,sin irregularidad,24/1/2026,
147394881,canasta BT,,
148743039,ejecutado,,
148828085,brigada pesada,,
148815556,canasta TET,,
148828268,ejecutado,,
148901736,brigada pesada,,
148923447,canasta TET,,
148907355,no pertenece,,
